regulatoryGene	targetGene	weight
FBgn0003295	FBgn0032065	0.00697875350597094
FBgn0052328	FBgn0032065	0.00697875350597094
FBgn0028744	FBgn0032065	0.00697875350597094
FBgn0032213	FBgn0034665	0.0069741182514441
FBgn0033479	FBgn0034665	0.0069741182514441
FBgn0035436	FBgn0034665	0.0069741182514441
FBgn0037120	FBgn0034665	0.0069741182514441
FBgn0265859	FBgn0034665	0.0069741182514441
FBgn0267969	FBgn0034665	0.0069741182514441
FBgn0039839	FBgn0266762	0.00697410717265818
FBgn0051697	FBgn0267536	0.00697036361730797
FBgn0036279	FBgn0266565	0.00696707267310665
FBgn0265592	FBgn0083010	0.00696054350029503
FBgn0085612	FBgn0259192	0.00694678990599148
FBgn0023212	FBgn0051928	0.00694140252180297
FBgn0024993	FBgn0051928	0.00694140252180297
FBgn0035766	FBgn0011554	0.00694019841321981
FBgn0262889	FBgn0030280	0.00693670193220506
FBgn0032452	FBgn0266226	0.00693572884606734
FBgn0003295	FBgn0085692	0.00693440509224752
FBgn0028515	FBgn0035244	0.00693186019065246
FBgn0003944	FBgn0033701	0.00693069300529362
FBgn0260720	FBgn0263080	0.00692432385538829
FBgn0263590	FBgn0040487	0.00692414217571934
FBgn0265644	FBgn0040487	0.00692414217571934
FBgn0042125	FBgn0266398	0.00692155570204351
FBgn0262008	FBgn0266398	0.00692155570204351
FBgn0039875	FBgn0033590	0.00691678098927807
FBgn0053535	FBgn0053333	0.00691654041235755
FBgn0265895	FBgn0053333	0.00691654041235755
FBgn0033413	FBgn0038218	0.00691623668898891
FBgn0037498	FBgn0038218	0.00691623668898891
FBgn0027375	FBgn0265982	0.00691337633999788
FBgn0003482	FBgn0053897	0.00691303510439101
FBgn0265297	FBgn0261060	0.00691136084268649
FBgn0265966	FBgn0267869	0.00690754674220466
FBgn0266428	FBgn0053827	0.00690432555770469
FBgn0038925	FBgn0032709	0.00690289915430233
FBgn0261683	FBgn0032709	0.00690289915430233
FBgn0043536	FBgn0265417	0.006899333532996
FBgn0053191	FBgn0011703	0.00689567414981419
FBgn0262569	FBgn0260396	0.0068930610229732
FBgn0038738	FBgn0265255	0.00689262814709675
FBgn0038984	FBgn0265255	0.00689262814709675
FBgn0028526	FBgn0265255	0.00689262814709675
FBgn0036242	FBgn0032040	0.00688804924577684
FBgn0051494	FBgn0037975	0.00688268839993882
FBgn0035934	FBgn0265888	0.00688060061608332
FBgn0259745	FBgn0029656	0.00687677347036521
FBgn0267222	FBgn0052983	0.00687667823695068
FBgn0028855	FBgn0052983	0.00687667823695068
FBgn0034784	FBgn0266050	0.00687622787693649
FBgn0044046	FBgn0266050	0.00687622787693649
FBgn0011746	FBgn0266050	0.00687622787693649
FBgn0029690	FBgn0266050	0.00687622787693649
FBgn0033554	FBgn0266048	0.00687582958103279
FBgn0031836	FBgn0265591	0.00687082836635819
FBgn0033751	FBgn0265591	0.00687082836635819
FBgn0267743	FBgn0265591	0.00687082836635819
FBgn0031554	FBgn0265591	0.00687082836635819
FBgn0033653	FBgn0050239	0.00686903042918997
FBgn0040629	FBgn0050239	0.00686903042918997
FBgn0086898	FBgn0050239	0.00686903042918997
FBgn0264540	FBgn0050239	0.00686903042918997
FBgn0022981	FBgn0050239	0.00686903042918997
FBgn0031585	FBgn0050239	0.00686903042918997
FBgn0266142	FBgn0265749	0.00686843135802295
FBgn0039896	FBgn0264885	0.00686693401052331
FBgn0052718	FBgn0264885	0.00686693401052331
FBgn0035019	FBgn0051960	0.00686332267900634
FBgn0264676	FBgn0051848	0.00686089749742988
FBgn0027527	FBgn0038189	0.00685960664887853
FBgn0002734	FBgn0086030	0.0068587695369258
FBgn0034878	FBgn0061188	0.00685065564304531
FBgn0037574	FBgn0061188	0.00685065564304531
FBgn0039316	FBgn0061188	0.00685065564304531
FBgn0052582	FBgn0061188	0.00685065564304531
FBgn0263201	FBgn0061188	0.00685065564304531
FBgn0266218	FBgn0061188	0.00685065564304531
FBgn0031771	FBgn0061188	0.00685065564304531
FBgn0052064	FBgn0034783	0.0068439576937859
FBgn0085612	FBgn0034783	0.0068439576937859
FBgn0267663	FBgn0034783	0.0068439576937859
FBgn0015338	FBgn0034783	0.0068439576937859
FBgn0029891	FBgn0034783	0.0068439576937859
FBgn0042127	FBgn0263405	0.00684157942747926
FBgn0051971	FBgn0263405	0.00684157942747926
FBgn0024332	FBgn0263405	0.00684157942747926
FBgn0035435	FBgn0050316	0.00683935121653106
FBgn0087021	FBgn0050316	0.00683935121653106
FBgn0250848	FBgn0050316	0.00683935121653106
FBgn0263032	FBgn0050316	0.00683935121653106
FBgn0259718	FBgn0266169	0.00683549248095827
FBgn0261581	FBgn0266169	0.00683549248095827
FBgn0264487	FBgn0266169	0.00683549248095827
FBgn0031869	FBgn0051446	0.00682742849415089
FBgn0267697	FBgn0084008	0.00682723750922139
FBgn0264701	FBgn0029728	0.00682723162268384
FBgn0039958	FBgn0264485	0.00682478767071541
FBgn0037135	FBgn0040905	0.00682468149369394
FBgn0265581	FBgn0029717	0.00682009217515456
FBgn0035993	FBgn0085300	0.00681995323460639
FBgn0036052	FBgn0085300	0.00681995323460639
FBgn0036177	FBgn0085300	0.00681995323460639
FBgn0085424	FBgn0085300	0.00681995323460639
FBgn0266390	FBgn0264487	0.00681781920093978
FBgn0039490	FBgn0265586	0.00681523143845017
FBgn0030858	FBgn0265586	0.00681523143845017
FBgn0041711	FBgn0267716	0.00681228373702422
FBgn0267120	FBgn0267716	0.00681228373702422
FBgn0031101	FBgn0267716	0.00681228373702422
FBgn0044028	FBgn0267140	0.00680920447142555
